                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                 1.0499,                0.83707,                 1.1897,                0.87763,                0.87058,                0.90726,                0.65689,                 1.0148,                0.55963,                 1.1135,               0.005611,               0.005611,               0.005611
                    135,                  1.049,                0.83841,                 1.1877,                 0.8778,                0.87018,                0.90735,                0.65681,                 1.0147,                0.55955,                 1.1133,               0.005578,               0.005578,               0.005578
                    136,                 1.0513,                0.83396,                 1.1885,                0.87724,                0.87108,                0.90722,                0.65692,                 1.0145,                0.55951,                  1.113,               0.005545,               0.005545,               0.005545
                    137,                 1.0502,                 0.8319,                 1.1867,                0.87713,                0.87105,                0.90745,                0.65699,                  1.014,                0.55953,                 1.1124,               0.005512,               0.005512,               0.005512
                    138,                 1.0474,                0.83273,                 1.1873,                0.87758,                0.86977,                0.90703,                0.65706,                 1.0146,                0.55936,                 1.1129,               0.005479,               0.005479,               0.005479
                    139,                 1.0514,                0.83351,                 1.1904,                0.87804,                 0.8697,                0.90753,                0.65743,                 1.0147,                0.55915,                 1.1132,               0.005446,               0.005446,               0.005446
                    140,                 1.0475,                 0.8286,                 1.1874,                0.87856,                0.87095,                0.90767,                0.65767,                 1.0144,                0.55884,                 1.1128,               0.005413,               0.005413,               0.005413
                    141,                 1.0481,                0.82994,                 1.1887,                 0.8801,                 0.8689,                0.90784,                0.65817,                 1.0142,                0.55811,                 1.1127,                0.00538,                0.00538,                0.00538
                    142,                 1.0475,                0.82677,                 1.1876,                0.87946,                   0.87,                0.90775,                0.65833,                  1.014,                0.55786,                 1.1126,               0.005347,               0.005347,               0.005347
                    143,                 1.0462,                0.82832,                  1.187,                0.88023,                0.86935,                0.90787,                0.65816,                 1.0138,                0.55802,                 1.1124,               0.005314,               0.005314,               0.005314
                    144,                 1.0458,                0.82811,                 1.1876,                0.88006,                0.86901,                0.90759,                0.65812,                 1.0136,                0.55817,                 1.1124,               0.005281,               0.005281,               0.005281
                    145,                 1.0438,                0.82588,                 1.1847,                0.87784,                0.87123,                0.90779,                0.65824,                 1.0132,                0.55795,                 1.1121,               0.005248,               0.005248,               0.005248
                    146,                 1.0464,                 0.8273,                 1.1884,                0.88015,                0.86962,                0.90799,                0.65828,                 1.0134,                0.55804,                 1.1123,               0.005215,               0.005215,               0.005215
